RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4137,44333231,Smith,431,Spain,Male,32,7,246544.55,4,1,0,161301.54,0,0,3,GOLD,763
4138,38699540,Smith,732,Spain,Male,29,1,96214.45,3,1,0,119284.59,0,0,4,SILVER,213
4139,74994170,Smith,558,Germany,Female,25,10,65751.21,1,1,1,105660.83,0,0,2,GOLD,530
4140,10879459,Smith,558,Germany,Female,84,3,223562.7,1,0,0,159135.18,0,0,1,PLATINUM,217
4141,68581601,Smith,794,Germany,Male,18,2,141853.54,4,1,0,129282.01,0,0,1,GOLD,645
4142,92630636,Smith,808,Germany,Male,59,6,180462.61,4,0,1,24660.48,1,0,4,PLATINUM,866
4143,18167707,Smith,433,France,Female,48,7,102099.7,4,1,1,69756.83,0,0,2,SILVER,198
4144,20679744,Smith,359,Germany,Male,91,3,221728.88,3,0,0,128197.61,0,0,5,PLATINUM,334
4145,76120560,Smith,378,France,Male,47,5,229431.3,4,0,1,181722.17,0,0,3,PLATINUM,240
4146,55584684,Smith,653,Germany,Female,60,2,109192.23,4,0,0,187270.16,0,0,3,PLATINUM,462
4147,97729219,Smith,831,France,Female,43,6,60180.96,2,1,1,169393.21,0,0,1,PLATINUM,930
4148,23321008,Smith,814,Spain,Male,29,7,161917.85,3,0,1,58319.38,0,0,4,GOLD,434
4149,56128264,Smith,795,Spain,Male,76,6,238646.08,3,0,0,99942.56,0,0,2,GOLD,193
4150,64779043,Smith,465,Germany,Female,86,3,155611.61,2,0,0,92344.17,0,0,2,PLATINUM,806
4151,19240658,Smith,839,Germany,Female,90,9,238555.61,1,1,0,93350.21,0,0,5,SILVER,970
4152,96247296,Smith,618,Germany,Female,28,8,85951.99,3,1,1,19459.07,1,0,5,DIAMOND,638
4153,17446153,Smith,777,Germany,Male,64,9,228769.77,4,1,1,42991.23,0,0,2,DIAMOND,637
4154,39961288,Smith,396,France,Male,40,7,28141.71,4,0,0,39119.44,0,0,2,GOLD,990
4155,14469353,Smith,708,Spain,Male,60,5,89708.6,1,0,1,127281.03,1,0,3,DIAMOND,786
4156,98726431,Smith,797,France,Female,56,1,123617.81,2,0,0,88241.69,0,0,4,PLATINUM,639
4157,79623583,Smith,440,Germany,Male,90,9,163277.58,2,0,1,71633.72,0,0,3,PLATINUM,675
4158,45463343,Smith,402,Germany,Female,72,6,73534.81,2,1,0,94341.97,0,0,5,GOLD,313
4159,47557413,Smith,567,Germany,Male,35,8,231059.83,4,1,0,71600.67,0,0,1,DIAMOND,725
4160,44974352,Smith,697,Spain,Female,59,8,225874.05,2,0,1,153919.27,0,0,2,SILVER,837
4161,45733873,Smith,426,Germany,Male,43,8,199834.15,2,1,1,41737.97,0,0,2,PLATINUM,133
4162,72468785,Smith,553,Spain,Female,35,8,28590.63,4,1,1,20665.6,0,0,4,SILVER,173
4163,74669427,Smith,393,France,Female,58,5,19572.74,1,1,0,133634.03,0,0,5,PLATINUM,255
4164,45642494,Smith,505,Spain,Female,59,0,124532.86,4,1,0,53810.04,0,0,2,PLATINUM,979
4165,85460974,Smith,351,Spain,Female,50,5,191335.94,2,1,1,132237.31,0,0,3,DIAMOND,805
4166,47416206,Smith,706,France,Male,60,4,30808.97,1,1,0,21122.94,0,0,4,SILVER,737
4167,30411011,Smith,662,Spain,Female,31,6,160359.37,2,0,0,56948.45,1,0,2,GOLD,331
4168,64659450,Smith,406,Germany,Male,72,7,131963.85,4,0,1,39237.93,0,0,1,SILVER,131
4169,30176968,Smith,639,Spain,Male,75,0,181497.35,4,1,1,65227.93,0,0,5,SILVER,547
4170,13800986,Smith,820,Germany,Female,27,9,108843.81,1,1,1,72482.5,0,0,4,DIAMOND,875
4171,48887321,Smith,407,France,Female,45,3,173324.15,2,1,0,104087.39,0,0,3,PLATINUM,125
4172,54761947,Smith,603,France,Male,31,3,39902.17,2,0,0,108826.34,1,0,5,GOLD,247
4173,93930896,Smith,529,Germany,Male,43,0,53648.57,1,0,0,129718.63,0,0,2,SILVER,545
4174,77113002,Smith,842,Spain,Male,91,10,225833.52,3,1,0,73013.9,0,0,1,GOLD,982
4175,64495608,Smith,506,Germany,Male,34,3,82343.77,4,0,0,111084.04,0,0,3,GOLD,523
4176,71957160,Smith,384,France,Male,51,6,246376.45,4,1,1,198122.29,0,0,5,GOLD,844
4177,67413553,Smith,424,Germany,Male,31,5,11551.15,2,0,0,50021.46,0,0,2,SILVER,502
4178,80972908,Smith,781,Germany,Male,43,3,123968.95,4,0,0,39014.1,0,0,4,PLATINUM,179
4179,60553200,Smith,638,France,Female,51,1,81246.79,1,0,1,170087.18,0,0,2,GOLD,585
4180,35209588,Smith,720,France,Male,41,6,248991.26,4,0,0,87969.46,0,0,4,PLATINUM,759
4181,20608790,Smith,424,France,Male,87,7,247508.69,1,1,0,170907.9,0,0,4,PLATINUM,989
4182,90610414,Smith,678,France,Female,37,8,58810.82,4,1,1,90690.91,0,0,2,SILVER,415
4183,95784031,Smith,427,France,Male,56,8,66814.22,3,1,1,14120.12,0,0,1,SILVER,259
4184,32640051,Smith,604,France,Male,62,3,187418.05,2,0,0,81225.88,0,0,4,SILVER,291
4185,69036718,Smith,614,Spain,Female,51,2,222418.61,3,0,1,125924.83,0,0,4,SILVER,223
4186,62488928,Smith,836,France,Male,39,4,165924.25,1,0,0,95035.4,0,0,2,PLATINUM,524
4187,77917165,Smith,653,France,Male,88,5,216177.24,2,0,1,97275.16,0,0,4,DIAMOND,556
4188,99362500,Smith,416,France,Female,50,7,15823.11,4,0,0,199680.03,1,0,3,DIAMOND,867
4189,72900522,Smith,570,France,Female,23,2,160132.12,4,1,1,113384.16,0,0,5,PLATINUM,625
4190,31123873,Smith,816,Germany,Male,33,5,175042.72,3,1,1,142418.55,1,0,2,DIAMOND,657
4191,10112935,Smith,513,France,Female,89,4,47579.77,2,0,0,146984.86,1,0,3,SILVER,834
4192,57720650,Smith,829,Germany,Female,40,6,194492.55,4,1,0,10032.54,0,0,4,PLATINUM,526
4193,89549361,Smith,804,Germany,Male,35,8,236066.29,1,1,1,114967.59,0,0,4,DIAMOND,429
4194,70058562,Smith,724,France,Female,31,6,224491.62,3,1,0,192980.69,0,0,4,SILVER,126
4195,65756089,Smith,569,Germany,Female,67,10,61241.85,4,0,0,152656.34,1,0,5,PLATINUM,190
4196,24369952,Smith,521,Germany,Male,78,5,80998.16,1,1,0,74681.21,0,0,1,PLATINUM,408
4197,81389514,Smith,603,France,Male,53,8,124902.84,1,0,1,79268.53,0,0,2,SILVER,218
4198,14523535,Smith,559,Germany,Female,32,9,39590.3,3,0,0,67687.27,0,0,3,SILVER,349
4199,90097617,Smith,537,Spain,Female,22,3,238488.29,3,0,1,129739.57,0,0,1,PLATINUM,808
4200,70089647,Smith,540,Germany,Male,70,0,40399.16,3,1,0,28489.94,0,0,2,DIAMOND,386
4201,98196598,Smith,738,France,Male,65,7,190355.74,1,1,0,65100.08,0,0,4,PLATINUM,821
4202,52796369,Smith,564,Spain,Female,28,5,85357.04,2,0,0,104660.75,0,0,4,SILVER,133
4203,45580542,Smith,724,France,Male,19,5,143430.2,2,1,1,111691.24,0,0,3,PLATINUM,793
4204,55027602,Smith,435,France,Male,41,4,11793.46,2,0,1,125407.46,0,0,1,GOLD,175
4205,18825150,Smith,823,France,Female,85,9,51252.96,2,1,0,161472.75,1,0,4,GOLD,866
4206,65851596,Smith,455,Germany,Female,29,10,111097.81,2,1,1,41014.92,1,0,5,DIAMOND,955
4207,33706103,Smith,681,Spain,Male,76,2,169297.8,2,1,0,52752.89,1,0,2,GOLD,267
4208,64898349,Smith,645,France,Male,84,5,194390.48,4,0,1,175739.43,0,0,3,SILVER,990
4209,68458981,Smith,368,France,Female,49,0,7535.13,4,1,0,167920.2,1,0,5,DIAMOND,875
4210,24418934,Smith,396,Germany,Male,53,6,38122.55,3,1,1,166098.44,0,0,3,SILVER,640
4211,92323319,Smith,414,Spain,Female,38,5,182447.93,2,0,0,49637.0,0,0,2,GOLD,724
4212,91216090,Smith,800,France,Male,87,4,203263.86,4,1,1,21068.77,0,0,1,PLATINUM,565
4213,54005127,Smith,824,Spain,Male,83,2,59142.88,1,0,0,109448.82,1,0,5,PLATINUM,125
4214,35592498,Smith,495,France,Male,26,7,57413.26,1,0,0,175308.13,0,0,4,SILVER,958
4215,99088493,Smith,783,Spain,Female,61,3,22007.36,2,0,0,55128.21,0,0,3,SILVER,414
4216,72348360,Smith,635,Germany,Female,76,8,37573.49,1,1,1,181798.06,0,0,1,DIAMOND,240
4217,90390652,Smith,731,France,Male,41,8,2003.97,4,1,0,36891.18,0,0,2,SILVER,856
4218,89322730,Smith,415,Germany,Male,80,4,147457.81,1,1,1,66638.28,1,0,4,GOLD,562
4219,40416728,Smith,354,Spain,Female,58,10,225972.84,2,1,0,66674.77,0,0,3,GOLD,749
4220,90975216,Smith,442,France,Female,91,6,37394.02,3,0,1,38709.03,1,0,1,DIAMOND,585
4221,48685536,Smith,702,France,Male,19,5,187860.92,3,1,0,175827.85,0,0,2,GOLD,620
4222,97385781,Smith,775,France,Female,45,5,143414.67,4,1,1,88392.09,0,0,1,DIAMOND,436
4223,79036580,Smith,817,France,Female,33,3,234980.47,4,0,0,46224.92,0,0,2,SILVER,453
4224,53864712,Smith,443,Spain,Male,76,9,199530.63,4,0,0,37976.41,0,0,4,GOLD,494
4225,26140113,Smith,455,France,Male,18,7,213182.26,4,0,0,89973.68,0,0,5,DIAMOND,825
4226,36358327,Smith,482,Spain,Female,18,10,159785.54,2,0,1,13284.79,0,0,3,PLATINUM,477
4227,36299578,Smith,783,France,Female,48,10,202834.03,3,0,0,33000.66,0,0,5,GOLD,317
4228,82350548,Smith,690,Spain,Male,39,10,87717.38,3,1,1,10702.64,1,0,4,SILVER,492
4229,31859073,Smith,663,France,Female,76,9,52254.4,2,1,1,14633.24,1,0,5,GOLD,361
4230,32536636,Smith,428,France,Male,45,2,228129.99,1,1,1,199501.01,0,0,3,DIAMOND,221
4231,65638138,Smith,561,France,Male,44,4,183583.97,3,0,0,95288.95,0,0,4,GOLD,897
4232,87141179,Smith,357,Spain,Female,18,0,22675.72,2,1,1,148495.71,0,0,3,PLATINUM,613
4233,31670307,Smith,846,France,Male,19,0,216727.38,1,1,1,150045.34,0,0,5,DIAMOND,758
4234,26215665,Smith,508,France,Male,83,8,87225.98,4,1,1,177277.42,1,0,1,DIAMOND,471
4235,93269226,Smith,617,Spain,Male,66,3,74569.45,3,1,1,29711.7,0,0,1,DIAMOND,498
4236,21756878,Smith,498,Spain,Male,36,8,155828.39,2,1,0,109877.78,0,0,3,GOLD,156
4237,16469723,Smith,699,Spain,Male,45,6,142149.66,3,0,0,71126.68,0,0,1,GOLD,287
4238,66434193,Smith,795,France,Female,87,9,134564.18,3,0,1,114211.64,1,0,3,DIAMOND,161
4239,62584289,Smith,440,France,Male,56,7,63719.3,2,0,1,73102.71,0,0,5,SILVER,486
4240,10344126,Smith,585,Germany,Male,36,10,239943.44,4,1,1,44895.01,1,0,2,PLATINUM,192
4241,57816341,Smith,823,France,Male,81,8,237530.23,1,1,1,137837.17,0,0,4,PLATINUM,401
4242,26525823,Smith,638,France,Female,75,0,1040.55,2,1,1,17301.5,0,0,5,DIAMOND,849
4243,37571338,Smith,759,France,Male,34,6,84456.91,1,1,1,180123.25,0,0,2,GOLD,281
4244,31884601,Smith,823,Spain,Male,87,7,11387.17,2,1,1,37790.44,1,0,5,PLATINUM,877
4245,68406092,Smith,705,France,Male,58,1,212562.19,2,1,1,126877.4,0,0,2,SILVER,442
4246,95023491,Smith,517,Germany,Male,22,9,221629.56,3,0,0,153298.9,0,0,3,PLATINUM,202
4247,21301119,Smith,542,France,Female,40,8,129574.57,1,0,1,23856.22,0,0,4,DIAMOND,317
4248,15939334,Smith,536,Germany,Female,86,0,209919.51,1,1,1,181625.97,0,0,3,DIAMOND,981
4249,13330922,Smith,620,Germany,Male,27,2,175840.08,1,0,1,77673.67,1,0,4,GOLD,972
4250,99595715,Smith,463,France,Female,85,10,124893.49,3,0,0,199378.02,0,0,2,GOLD,223
4251,60007246,Smith,734,France,Female,29,8,90952.85,2,1,0,23068.56,0,0,1,GOLD,489
4252,72022454,Smith,360,Spain,Female,27,0,66556.26,3,0,1,146186.94,0,0,1,SILVER,960
4253,24693325,Smith,404,France,Male,77,3,64857.28,2,0,1,40535.74,0,0,1,SILVER,796
4254,59359781,Smith,607,Spain,Male,47,9,140516.1,2,1,0,86511.6,0,0,1,PLATINUM,853
4255,20854520,Smith,414,Germany,Male,41,5,41702.21,2,1,1,94210.37,0,0,5,GOLD,698
4256,53965824,Smith,828,Germany,Male,86,5,43697.97,2,0,1,87169.42,0,0,5,SILVER,367
4257,86351077,Smith,521,France,Male,30,3,2598.34,4,1,0,74138.88,0,0,1,DIAMOND,183
4258,23925413,Smith,621,France,Male,26,9,153332.01,2,1,0,155769.81,0,0,3,SILVER,524
4259,87870420,Smith,499,Germany,Female,35,9,248586.05,3,1,0,165779.01,0,0,2,PLATINUM,424
4260,28093039,Smith,711,France,Female,52,9,222304.84,1,1,1,73766.69,0,0,1,GOLD,436
4261,80542236,Smith,495,Spain,Female,21,9,176422.45,2,0,1,101702.53,1,0,3,PLATINUM,672
4262,44325124,Smith,780,Spain,Female,58,0,196381.32,3,0,0,90134.02,0,0,3,GOLD,892
4263,32644720,Smith,558,France,Female,43,4,104213.18,3,0,1,122768.2,1,0,3,DIAMOND,611
4264,31609307,Smith,635,France,Male,61,4,74519.89,3,0,1,38550.54,0,0,5,DIAMOND,103
4265,44228244,Smith,359,France,Male,59,2,92157.07,3,1,1,163080.14,0,0,4,GOLD,309
4266,38735942,Smith,576,Spain,Female,27,10,20355.52,3,1,0,161432.42,0,0,5,PLATINUM,640
4267,17797698,Smith,535,France,Male,90,2,158448.8,2,0,0,122178.5,0,0,1,SILVER,602
4268,16982252,Smith,411,France,Male,18,3,43716.26,1,0,0,151767.4,0,0,1,GOLD,418
4269,70078382,Smith,434,Germany,Male,71,2,190719.55,2,1,0,197815.98,0,0,1,DIAMOND,903
4270,47371474,Smith,813,France,Male,33,2,47494.12,2,1,1,185276.52,0,0,2,GOLD,400
4271,81648034,Smith,483,France,Male,63,2,57031.01,1,0,0,126175.3,0,0,2,SILVER,584
4272,44091076,Smith,672,France,Female,30,6,239326.41,4,1,0,107166.27,0,0,4,SILVER,744
4273,44206848,Smith,646,Germany,Female,81,8,26348.98,2,1,1,111560.14,0,0,5,PLATINUM,881
4274,88645387,Smith,520,France,Female,72,10,124710.63,1,1,1,98656.76,0,0,3,DIAMOND,484
4275,34938778,Smith,562,Germany,Male,80,0,15671.63,2,1,0,101242.94,1,0,5,SILVER,489
4276,74448823,Smith,810,Spain,Male,35,7,22597.75,1,0,0,149087.03,1,0,1,SILVER,227
4277,28484758,Smith,367,Germany,Male,78,9,158375.09,4,0,0,198503.11,0,0,4,PLATINUM,539
4278,30969112,Smith,663,Germany,Male,37,0,157681.82,3,0,1,18609.72,0,0,2,PLATINUM,763
4279,66418580,Smith,409,France,Female,82,8,48280.07,1,0,0,53735.74,0,0,4,DIAMOND,947
4280,53117886,Smith,437,France,Male,81,7,218121.63,2,1,0,49939.45,0,0,3,PLATINUM,379
4281,70712825,Smith,376,France,Female,81,5,175546.75,2,1,0,168242.67,0,0,4,GOLD,112
4282,78958259,Smith,417,Germany,Female,30,5,75152.65,4,1,1,89747.53,0,0,4,GOLD,161
4283,44543768,Smith,627,France,Female,85,10,62096.64,4,0,0,109775.13,0,0,4,DIAMOND,179
4284,77073772,Smith,757,France,Female,87,9,188571.31,1,0,1,99138.94,1,0,1,GOLD,261
4285,42377375,Smith,389,France,Male,74,6,183405.98,3,1,1,172199.44,0,0,3,SILVER,640
4286,75777503,Smith,458,France,Male,62,7,37207.98,2,1,1,104946.76,0,0,2,SILVER,460
4287,31937540,Smith,423,Germany,Female,55,6,87296.96,3,0,1,136890.74,0,0,5,PLATINUM,368
4288,71171235,Smith,415,Germany,Male,71,0,54169.31,4,0,0,13701.87,1,0,2,PLATINUM,236
4289,40995053,Smith,517,France,Male,53,9,73536.05,4,0,1,133966.34,0,0,4,DIAMOND,444
4290,55848553,Smith,611,Germany,Male,84,3,71890.99,1,1,0,55780.83,0,0,4,GOLD,102
4291,34198505,Smith,717,France,Female,28,3,244005.92,4,0,1,174705.04,1,0,5,DIAMOND,670
4292,25551270,Smith,623,Germany,Female,44,8,187552.84,1,1,1,152795.3,1,0,3,GOLD,615
4293,65978831,Smith,686,Spain,Female,34,8,195013.01,1,0,1,30764.51,0,0,4,SILVER,725
4294,15666912,Smith,707,France,Female,50,2,69355.79,3,0,1,29659.6,1,0,1,GOLD,570
4295,36237808,Smith,586,France,Female,22,10,131.77,3,0,0,65669.67,0,0,1,PLATINUM,939
4296,47872852,Smith,564,Germany,Female,79,8,14539.25,1,0,0,33895.08,0,0,2,DIAMOND,265
4297,86152968,Smith,715,Spain,Female,82,4,138249.94,1,0,1,150662.3,0,0,1,GOLD,659
4298,75029125,Smith,635,Germany,Male,88,10,71370.28,1,1,1,197495.13,0,0,2,PLATINUM,400
4299,80314092,Smith,727,Spain,Female,84,5,48238.65,4,1,0,134498.78,0,0,4,GOLD,687
4300,23453858,Smith,498,Spain,Male,61,6,12410.23,3,0,1,57318.87,1,0,1,DIAMOND,995
4301,32076454,Smith,667,Germany,Female,31,2,218970.43,4,0,0,117211.75,1,0,1,PLATINUM,504
4302,37329173,Smith,743,Germany,Male,74,3,150031.84,3,1,0,163073.33,0,0,5,DIAMOND,712
4303,74711285,Smith,725,France,Male,65,4,26843.3,4,1,1,192819.41,1,0,2,PLATINUM,566
4304,66846596,Smith,456,Germany,Male,34,0,191601.0,3,1,1,10963.63,0,0,5,PLATINUM,984
4305,98866217,Smith,490,Germany,Male,61,7,188956.4,1,1,0,109501.16,0,0,3,SILVER,289
4306,50271958,Smith,425,Germany,Female,21,10,72350.91,3,0,1,96110.71,0,0,5,DIAMOND,925
4307,14429899,Smith,358,France,Female,47,6,47106.72,4,1,0,88753.62,0,0,1,DIAMOND,285
4308,74485846,Smith,545,France,Female,72,10,203495.47,2,1,1,105729.16,0,0,1,SILVER,303
4309,45502493,Smith,644,Spain,Female,47,1,82391.18,3,0,1,86666.14,1,0,3,SILVER,964
4310,17347000,Smith,629,Germany,Female,35,6,211857.02,4,1,0,75362.95,0,0,2,PLATINUM,513
4311,66912766,Smith,730,Spain,Female,90,8,10912.9,3,0,0,31813.47,0,0,2,DIAMOND,738
4312,82141525,Smith,467,France,Female,61,4,124822.24,4,1,0,104970.66,1,0,2,GOLD,225
4313,73105480,Smith,639,France,Female,79,10,44898.82,2,1,1,165999.77,1,0,3,DIAMOND,502
4314,27675548,Smith,836,France,Female,48,5,168011.2,3,1,0,29899.14,0,0,4,DIAMOND,141
4315,84712740,Smith,410,Spain,Female,33,4,249303.44,1,1,1,150313.36,0,0,4,SILVER,918
4316,30803158,Smith,774,France,Female,40,0,103127.76,4,0,0,60875.56,0,0,3,DIAMOND,319
4317,23654687,Smith,738,Spain,Male,31,5,25077.64,4,1,1,82436.23,0,0,5,GOLD,210
4318,37700781,Smith,684,France,Male,19,6,79418.28,2,1,0,197736.09,1,0,3,SILVER,852
4319,52106227,Smith,655,Spain,Male,29,4,222876.62,1,0,0,138290.17,1,0,4,GOLD,601
4320,56592494,Smith,737,Spain,Male,75,2,191440.26,2,0,0,146631.34,0,0,4,DIAMOND,317
4321,98589935,Smith,400,Spain,Male,73,5,58052.92,3,1,1,124454.28,1,0,5,DIAMOND,158
4322,48802832,Smith,401,France,Female,41,10,238399.68,2,1,0,71249.06,0,0,1,GOLD,250
4323,18556135,Smith,471,Germany,Female,54,6,155546.98,4,0,1,138272.02,0,0,1,PLATINUM,143
4324,92559572,Smith,516,France,Male,46,9,42012.35,3,1,1,96880.98,0,0,1,SILVER,204
4325,12744804,Smith,357,France,Female,59,9,143080.54,3,1,0,168095.73,0,0,2,PLATINUM,841
4326,68630789,Smith,718,France,Male,35,8,112819.22,1,0,0,118500.86,0,0,4,PLATINUM,968
4327,45142251,Smith,394,Germany,Female,20,6,204924.42,4,0,0,156534.84,0,0,3,GOLD,742
4328,74138257,Smith,693,France,Female,30,2,86040.01,2,1,1,171216.54,0,0,5,DIAMOND,174
4329,76729565,Smith,594,Spain,Male,46,0,218744.58,2,1,1,166012.73,1,0,4,GOLD,914
4330,31959317,Smith,633,France,Male,83,6,202992.6,3,0,0,86400.38,1,0,1,GOLD,447
4331,53463413,Smith,724,France,Male,76,7,168650.86,1,1,1,80063.75,0,0,5,PLATINUM,185
4332,16356381,Smith,456,France,Female,65,10,64651.81,1,0,0,175122.84,0,0,3,SILVER,882
4333,92158288,Smith,376,Spain,Male,21,0,242582.39,4,0,1,37189.03,0,0,4,PLATINUM,673
4334,44148989,Smith,542,France,Female,68,4,137166.7,4,0,0,63086.72,0,0,3,SILVER,986
4335,50794346,Smith,767,Spain,Female,22,7,226878.49,4,1,1,32991.81,1,0,4,PLATINUM,901
4336,68685855,Smith,686,Germany,Female,56,9,53932.47,3,0,1,17997.35,0,0,4,DIAMOND,259
4337,78098985,Smith,706,Spain,Female,58,6,245844.58,4,0,0,127013.6,1,0,1,DIAMOND,291
4338,38615154,Smith,411,France,Male,22,1,204014.81,1,1,1,181148.3,0,0,5,PLATINUM,870
4339,55188745,Smith,411,France,Male,25,3,237306.72,4,0,1,34589.04,0,0,1,PLATINUM,813
4340,51400302,Smith,771,Germany,Male,73,5,53091.43,1,0,0,161184.71,1,0,4,PLATINUM,859
4341,59802235,Smith,631,Spain,Male,42,6,107664.52,4,0,1,82074.58,0,0,1,SILVER,933
4342,94369522,Smith,470,France,Female,69,6,24408.48,4,0,1,127446.39,0,0,4,GOLD,313
4343,25510435,Smith,629,Spain,Male,69,2,34242.4,3,0,1,155110.93,0,0,1,PLATINUM,551
4344,92568904,Smith,388,France,Male,24,7,70989.67,1,1,0,144915.13,0,0,4,GOLD,483
4345,70141083,Smith,729,Germany,Male,78,6,237906.42,3,0,1,35973.75,0,0,2,SILVER,337
4346,55874854,Smith,626,France,Male,64,3,166797.92,1,0,0,31923.3,0,0,2,GOLD,352
4347,78860661,Smith,443,France,Female,83,9,78658.08,4,1,1,185596.74,0,0,3,GOLD,513
4348,85594878,Smith,780,France,Female,76,3,238643.33,3,1,0,25099.52,0,0,4,DIAMOND,654
4349,76371730,Smith,464,Spain,Female,22,3,184932.85,4,0,0,51495.94,0,0,1,DIAMOND,676
4350,13452814,Smith,525,Spain,Female,61,4,226744.75,4,0,1,93286.01,0,0,4,DIAMOND,182
4351,50425111,Smith,470,France,Male,59,10,231805.2,2,0,1,165992.11,1,0,1,PLATINUM,127
4352,85147626,Smith,362,Spain,Female,78,1,187692.44,1,1,1,124498.93,0,0,3,PLATINUM,371
4353,46446344,Smith,834,Germany,Male,80,8,60783.36,1,1,1,118524.84,0,0,4,DIAMOND,504
4354,50909998,Smith,736,Germany,Male,67,5,249147.24,1,0,0,141471.42,0,0,3,PLATINUM,149
4355,26600352,Smith,765,France,Male,55,7,81272.71,1,1,0,162410.12,0,0,1,GOLD,268
4356,51467922,Smith,512,Germany,Male,71,10,167926.44,1,1,0,54179.27,0,0,5,DIAMOND,990
4357,48353225,Smith,624,France,Female,61,0,211202.92,3,0,0,13591.26,0,0,1,GOLD,131
4358,34115111,Smith,747,France,Female,41,5,43787.75,1,1,0,34167.46,0,0,3,PLATINUM,676
4359,72904494,Smith,525,Germany,Male,80,5,152260.42,3,0,1,41381.15,0,0,4,GOLD,989
4360,25438825,Smith,819,Spain,Female,56,7,93793.19,2,1,1,17604.38,1,0,4,DIAMOND,165
4361,76331072,Smith,686,Germany,Female,29,0,61072.27,2,0,1,152028.43,0,0,3,SILVER,212
4362,79437340,Smith,728,Spain,Male,80,4,2942.95,3,1,1,178135.69,0,0,4,PLATINUM,927
4363,10484273,Smith,673,Spain,Male,26,2,217993.52,2,1,0,145023.47,0,0,2,GOLD,258
4364,74648545,Smith,522,France,Female,39,5,33970.39,3,1,1,45838.41,0,0,5,SILVER,757
4365,34516082,Smith,837,France,Male,53,8,219529.29,1,1,1,125224.51,0,0,3,DIAMOND,977
4366,76293900,Smith,624,Germany,Female,91,9,150172.65,3,0,1,108914.7,0,0,5,SILVER,462
4367,65445376,Smith,413,Spain,Male,45,2,155263.89,2,0,0,165793.05,1,0,3,DIAMOND,756
4368,37569057,Smith,450,Spain,Male,73,8,207162.95,3,0,0,189036.76,0,0,5,DIAMOND,723
4369,15386159,Smith,671,Spain,Male,46,8,127360.29,2,1,1,151157.62,0,0,1,SILVER,875
4370,42702702,Smith,812,Germany,Male,22,0,89321.14,4,0,0,107382.34,0,0,3,SILVER,877
4371,49201327,Smith,415,Spain,Female,21,1,34701.67,3,1,1,107099.17,0,0,4,SILVER,799
4372,61058096,Smith,680,France,Female,68,10,142603.85,4,0,0,163479.5,0,0,5,PLATINUM,666
4373,16852902,Smith,394,France,Female,32,3,138291.76,2,0,1,33277.73,0,0,1,SILVER,964
4374,86630655,Smith,436,Germany,Female,77,10,73474.12,1,1,0,39129.61,0,0,1,DIAMOND,159
4375,60189143,Smith,807,Spain,Male,43,10,150014.23,3,0,0,75267.42,1,0,1,GOLD,846
4376,29643673,Smith,416,Spain,Male,40,6,109841.72,1,0,1,151956.41,0,0,4,DIAMOND,691
4377,62762640,Smith,802,France,Female,46,1,201382.54,1,1,0,22535.57,0,0,1,GOLD,850
4378,90539718,Smith,608,Spain,Female,74,6,139871.56,1,0,0,75421.49,0,0,5,SILVER,850
4379,98200460,Smith,771,Spain,Female,79,4,233419.65,2,0,1,70522.69,1,0,4,SILVER,507
4380,82410436,Smith,554,Germany,Female,76,9,129495.74,2,1,1,102290.15,0,0,3,PLATINUM,211
4381,73569689,Smith,775,France,Female,65,6,221873.83,4,0,0,98106.14,0,0,4,SILVER,104
4382,98797488,Smith,816,Germany,Male,52,8,130131.28,4,1,1,145736.99,0,0,3,GOLD,316
4383,82225798,Smith,773,Germany,Female,63,8,139508.7,4,1,0,128856.6,0,0,3,PLATINUM,342
4384,43522480,Smith,527,Germany,Female,50,2,91702.0,1,0,0,181526.3,1,0,3,GOLD,175
4385,69880550,Smith,768,Germany,Male,88,2,100042.28,4,0,1,44324.72,0,0,3,SILVER,263
4386,65927604,Smith,629,Spain,Male,27,6,233275.37,3,1,1,92095.38,0,0,4,DIAMOND,518
4387,87842160,Smith,693,France,Female,65,4,55820.6,2,0,0,86018.17,0,0,2,DIAMOND,343
4388,85533885,Smith,366,France,Female,61,4,30364.43,4,0,1,31378.51,0,0,2,DIAMOND,583
4389,59426960,Smith,645,Germany,Female,87,4,207552.73,2,1,1,41317.25,0,0,1,SILVER,336
4390,68235050,Smith,551,France,Male,80,8,144227.7,1,0,1,73959.82,0,0,5,GOLD,694
4391,38114456,Smith,799,Spain,Female,66,3,71161.83,2,1,1,149612.44,1,0,5,PLATINUM,635
4392,82999162,Smith,521,France,Female,89,5,108100.06,3,1,1,38530.63,1,0,5,PLATINUM,595
4393,33643900,Smith,756,France,Male,58,5,131226.31,2,1,1,60410.5,1,0,1,PLATINUM,174
4394,18027522,Smith,611,Spain,Male,56,6,148035.06,2,1,0,138519.86,0,0,5,DIAMOND,992
4395,55611548,Smith,543,France,Male,40,1,205262.76,3,1,0,123364.27,1,0,4,PLATINUM,535
4396,24716532,Smith,498,Spain,Male,30,5,98588.08,3,1,1,29834.83,0,0,2,DIAMOND,805
4397,23531114,Smith,724,Germany,Female,70,8,169125.78,4,0,1,189303.96,1,0,3,PLATINUM,753
